Job Title,Company,location,site,jobtype,health_insurance,Dental_insurance,years of experience,salary,benefits_401k,stocks,date_posted,Unnamed: 0
"Senior Manager, Data Science-Manager of the Center of Excellence in Data Science and AI",PG&E Corporation,Oakland,Pacific Gas And Electric Company - PG&E,Full-time,Not mentioned,Not mentioned,"[2, 4]",['$167000'],provided,provided,1 month ago,172.0
Senior Staff Data Scientist,Velocity Global,Palo Alto,Velocity Global,Full-time,provided,provided,[7],,Not mentioned,provided,16 days ago,173.0
Data Scientist,Apple,Sunnyvale,ZipRecruiter,Full-time,Not mentioned,Not mentioned,0,136K–249K a year,provided,Not mentioned,1 month ago,174.0
Data Scientist,Abbott Laboratories,Alameda,Abbott Jobs,Full-time,provided,provided,0,,provided,Not mentioned,5 days ago,175.0
"IS Engineer, Data Scientist - Police (1042)",City and County of San Francisco,San Francisco,SF Careers - City And County Of San Francisco,Full-time,Not mentioned,Not mentioned,0,,provided,provided,1 month ago,176.0
Data Scientist,Glean,Palo Alto,Greenhouse,Full-time,provided,provided,[4],['$145000'],provided,provided,1 month ago,177.0
"Data Scientist, Product Analytics - Machine Learning",Meta,Sunnyvale,LinkedIn,Full-time,provided,Not mentioned,"[6, 4]",173K–242K a year,provided,provided,2 days ago,178.0
Data Scientist,The Voleon Group,Berkeley,Glassdoor,Full-time,provided,provided,[1],150K–190K a year,provided,provided,2 days ago,179.0
Data Scientist (L1),Stratus Data,Mountain View,Stratus Data,Full-time,Not mentioned,Not mentioned,0,,provided,provided,1 month ago,180.0
"Sr. Data Scientist - Marketplace, Ad Platforms",Apple,Cupertino,Careers At Apple,Full-time,provided,provided,[6],"['$143100', '$264200']",Not mentioned,provided,1 month ago,181.0
"Assistant Director, Cancer Data Science",School of Medicine,Stanford,Stanford Medicine - Stanford University,Full-time,Not mentioned,Not mentioned,[3],"['$87000', '$125000']",provided,provided,1 month ago,182.0
Data Scientist (Starlink Growth),SpaceX,Sunnyvale,Ladders,Full-time,provided,provided,0,130K–180K a year,provided,provided,1 month ago,183.0
Data Scientist/Senior Data Scientist,C3 AI,Redwood City,LinkedIn,Full-time,provided,Not mentioned,0,"['$123000', '$185000']",provided,provided,20 days ago,184.0
Data Scientist / Senior Data Scientist,"Diagnose Early Holdings, Inc.",Menlo Park,Glassdoor,Full-time,provided,provided,[4],160K–225K a year,Not mentioned,provided,1 month ago,185.0
Senior Data Scientist,Virta Health,Newark,Lively Vacancies,Full-time,Not mentioned,Not mentioned,"[7, 5]","164,996–213,090 a year",provided,provided,1 day ago,186.0
Data Scientist,Abbott Laboratories,Alameda,Abbott Jobs,Full-time,provided,provided,[1],"['$64000.00', '$128000.00']",provided,Not mentioned,2 days ago,187.0
Data Scientist,Colsh Consultants,Santa Clara,Indeed,Full-time,Not mentioned,Not mentioned,[1],"['$64000.00', '$128000.00']",provided,Not mentioned,1 month ago,188.0
Entry Level Data Scientist-Remote,SynergisticIT,Sunnyvale,ZipRecruiter,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,provided,1 month ago,189.0
Senior Data Scientist - Retailer,Faire,San Francisco,LinkedIn,Full-time,provided,Not mentioned,[3],"['$177500', '$244000']",Not mentioned,provided,2 days ago,190.0
"Manager, Product Data Science",Thumbtack,San Francisco,Greenhouse,Full-time,Not mentioned,Not mentioned,"[7, 2]","['$191250', '$247500']",Not mentioned,provided,6 days ago,191.0
Data Scientist/Data Engineer (1042),City and County of San Francisco,San Francisco,SF Careers,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,provided,1 month ago,192.0
"Senior Data Scientist, ASE iCloud Data Organization [Executive Communications]",Apple,Cupertino,Careers At Apple,Full-time,provided,provided,[5],"['$175800', '$312200']",Not mentioned,provided,1 month ago,193.0
Staff Data Scientist,Unity Technologies,San Francisco,Adzuna,Full-time,Not mentioned,Not mentioned,0,"['$183700', '$248600']",provided,provided,1 month ago,194.0
"Staff, Data Scientist",Walmart,Sunnyvale,Walmart Careers,Full-time and Part-time,provided,provided,"[6, 4, 4, 2, 6]","['$143000.00', '$286000.00']",provided,provided,1 month ago,195.0
Data Scientist,The Voleon Group,Berkeley,Lever,Full-time,provided,provided,[1],"['$150000', '$190000']",provided,provided,1 month ago,196.0
Principal Data Scientist - Enterprise Data Science (San Francisco),"Gap, Inc.",San Francisco,ZipRecruiter,Full-time,Not mentioned,Not mentioned,0,,provided,Not mentioned,1 month ago,197.0
Intern - Data Scientist,Genentech,South San Francisco,JobzMall,Full-time,Not mentioned,Not mentioned,0,85K–100K a year,Not mentioned,Not mentioned,1 month ago,198.0
88-50100571 Analytical Data Scientist,"1000 Genentech, Inc.",South San Francisco,Workday,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,provided,1 month ago,199.0
"Data Scientist, Finance",Meta,Menlo Park,LinkedIn,Full-time,provided,Not mentioned,"[5, 1]",173K–242K a year,Not mentioned,provided,9 days ago,200.0
"Director II, Data Science",Credit Karma,Oakland,Greenhouse,Full-time,provided,provided,[8],['$405725'],provided,provided,1 month ago,201.0
Senior Data Scientist,Walmart,Piedmont,Prime Job Seekers,Full-time and Part-time,provided,provided,"[3, 1, 3, 5]","['$117000.00', '$234000.00']",provided,provided,5 days ago,202.0
Data Scientist - Product Marketing and Customer Analytics,Apple,Cupertino,Careers At Apple,Full-time,provided,provided,"[5, 3]","['$165500', '$248700']",provided,provided,1 month ago,203.0
Data Scientist,CLARA analytics,Santa Clara,ZipRecruiter,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,provided,3 days ago,204.0
"Analytics Engineer, DataSF (1042)",City and County of San Francisco,San Francisco,SF Careers,Full-time,Not mentioned,Not mentioned,0,,provided,provided,1 month ago,205.0
"Staff, Data Scientist - AdTech",Walmart,Sunnyvale,Walmart Careers,Full-time and Part-time,provided,provided,"[4, 2, 6]","['$143000.00', '$286000.00']",provided,provided,1 month ago,206.0
Fraud Risk Data Scientist,BILL,Campbell,Adzuna,Full-time,provided,provided,[2],"['$110200', '$132100']",provided,provided,1 month ago,207.0
"Data Scientist, Product Analytics",Meta,Sunnyvale,LinkedIn,Full-time,provided,Not mentioned,"[2, 1]",114K–171K a year,provided,provided,22 days ago,208.0
Senior Data Scientist,Walmart,Millbrae,Prime Job Seekers,Full-time and Part-time,provided,provided,"[3, 1, 3, 5]","['$117000.00', '$234000.00']",provided,provided,5 days ago,209.0
Data Scientist (User Growth),Jerry,San Francisco,ZipRecruiter,Full-time,Not mentioned,Not mentioned,[4],"['$240', '$2']",provided,provided,9 days ago,210.0
"Data Scientist, Product Analytics (Early Career) - USDS",TikTok,Mountain View,LinkedIn,Full-time,provided,provided,"[1, 2]","114,000–177,777 a year",Not mentioned,provided,7 days ago,211.0
Senior Data Scientist,Virta Health,South San Francisco,Lively Vacancies,Full-time,Not mentioned,Not mentioned,"[7, 5]","164,996–213,090 a year",Not mentioned,provided,1 day ago,212.0
Data Scientist,"Redolent, Inc",San Bruno,ZipRecruiter,Full-time,Not mentioned,Not mentioned,"[2, 3]",,Not mentioned,provided,4 days ago,213.0
"AIML - Sr Data Scientist, AIML Data",Apple,Cupertino,Careers At Apple,Full-time,provided,provided,[5],"['$143100', '$264200']",Not mentioned,provided,1 month ago,214.0
Data Scientists,W3Global,Santa Clara,LinkedIn,Full-time and Part-time,Not mentioned,Not mentioned,[9],,provided,provided,2 days ago,215.0
Senior Data Scientist,Walmart,San Carlos,Prime Job Seekers,Full-time,provided,provided,"[3, 1, 3, 5]","['$117000.00', '$234000.00']",provided,provided,5 days ago,216.0
"Senior Data Scientist, Product",Google,Mountain View,The Muse,Full-time,provided,Not mentioned,"[8, 5]","['$142000', '$211000']",provided,provided,13 days ago,217.0
"Sr. Data Scientist, Analytics & Insights",Amazon Web Services (AWS),Santa Clara,LinkedIn,Full-time,provided,Not mentioned,"[5, 4]","['$143300', '$247600']",Not mentioned,provided,7 days ago,218.0
"Data Scientist, GTM",OpenAI,San Francisco,ZipRecruiter,Full-time,Not mentioned,Not mentioned,[6],245K–310K a year,Not mentioned,provided,10 days ago,219.0
Senior Data Scientist,Virta Health,Brisbane,Lively Vacancies,Full-time,Not mentioned,Not mentioned,"[7, 5]","164,996–213,090 a year",Not mentioned,provided,1 day ago,220.0
Data Scientist - TikTok E-commerce Governance,TikTok,San Jose,LinkedIn,Full-time and Part-time,provided,provided,[2],130K–240K a year,provided,provided,19 days ago,221.0
Senior Data Scientist,Walmart,Pleasant Hill,Prime Job Seekers,Full-time,provided,provided,"[3, 1, 3, 5]","['$117000.00', '$234000.00']",provided,provided,5 days ago,222.0
Lead Data Scientist (User Growth),Jerry,San Francisco,ZipRecruiter,Full-time,Not mentioned,Not mentioned,[4],"['$240', '$2']",provided,provided,9 days ago,223.0
Machine Learning Scientist - Health Sensing,Apple,Cupertino,Careers At Apple,Contractor,provided,provided,[3],"['$207800', '$312200']",Not mentioned,provided,1 month ago,224.0
Entry/Junior Level Data Scientist/Python Programmer,SynergisticIT,San Jose,LinkedIn,Full-time,Not mentioned,Not mentioned,0,['$100'],Not mentioned,provided,1 month ago,225.0
"Director, Data Science and AI - IS Clinical Research - Full Time 8 Hour Days (Exempt) (Non-Union)",Keck Medicine of USC,California • via Careers At USC - University Of Southern California,Careers At USC - University Of Southern California,Full-time and Part-time,Not mentioned,Not mentioned,"[5, 3]","['$133120.00', '$219648.00']",provided,provided,1 month ago,226.0
"Staff, Data Scientist-- Walmart Fulfillment Services",Walmart,San Bruno,Walmart Careers,Full-time,provided,provided,"[3, 3, 5, 3, 7]","['$132000.00', '$264000.00']",provided,provided,1 month ago,227.0
Senior Data Scientist,Virta Health,Daly City,Lively Vacancies,Full-time,Not mentioned,Not mentioned,"[7, 5]","164,996–213,090 a year",provided,provided,1 day ago,228.0
"Senior Data Scientist, Ecommerce - USDS",TikTok,Mountain View,LinkedIn,Full-time,provided,provided,0,"176,355–329,333 a year",Not mentioned,provided,22 days ago,229.0
Data Scientist,"Fullpower Technologies, Inc.",Santa Cruz,Glassdoor,Full-time and Part-time,provided,Not mentioned,0,130K–170K a year,Not mentioned,provided,27 days ago,230.0
Principal Data Scientist - The AI Training Team,Capital One,San Jose,Capital One Careers,Full-time,provided,Not mentioned,"[5, 3, 1, 1, 1]",,Not mentioned,provided,4 days ago,231.0
Senior AI/ML Data Scientist – Natural Language Processing (Hybrid),Merk,South San Francisco,Merck Careers,Full-time and Part-time,Not mentioned,Not mentioned,"[5, 2, 1, 2]",,provided,provided,5 days ago,232.0
Senior Data Scientist,Walmart,Portola Valley,Prime Job Seekers,Full-time,provided,provided,"[3, 1, 3, 5]","['$117000.00', '$234000.00']",provided,provided,5 days ago,233.0
Staff Data Scientist,Grindr,San Francisco,LinkedIn,Full-time,provided,provided,[7],"['$168000', '$198000']",provided,provided,11 days ago,234.0
Senior Data Scientist,Virta Health,Albany,Lively Vacancies,Full-time,Not mentioned,Not mentioned,"[7, 5]","164,996–213,090 a year",Not mentioned,provided,1 day ago,235.0
Data Scientist 2,Micron Technology,San Jose,LinkedIn,Full-time,provided,provided,0,"['$170186.00', '$219000']",Not mentioned,provided,9 days ago,236.0
Senior Data Scientist - Risk Analytics,Mercury,Anywhere • via ZipRecruiter,ZipRecruiter,Full-time and Part-time,provided,Not mentioned,"[4, 2]",,Not mentioned,provided,13 days ago,237.0
"SENIOR, DATA SCIENTIST - WCP",Walmart,Palo Alto,Prime Job Seekers,Full-time,provided,provided,0,,Not mentioned,provided,6 days ago,238.0
"Data Scientist, Data Foundation & System",TikTok,San Jose,LinkedIn,Full-time and Part-time,provided,provided,[2],144K–329K a year,Not mentioned,provided,9 days ago,239.0
"Senior Data Scientist, AI Foundations",Capital One,San Jose,Capital One Careers,Full-time,provided,Not mentioned,"[3, 1, 1, 1, 1]","['$138500', '$158100']",Not mentioned,provided,4 days ago,240.0
"Director, Data Science – Customer Engineering",Adobe,San Jose,Adobe Careers,Contractor,Not mentioned,Not mentioned,[10],"['$191700', '$345700']",Not mentioned,provided,3 days ago,241.0
"Data Scientist@Santa Clara, CA",Diverse Lynx,Santa Clara,LinkedIn,Full-time and Part-time,Not mentioned,Not mentioned,[8],,provided,provided,1 month ago,242.0
DATA SCIENTIST III | SEARCH | NLP/CV,Walmart,Pleasanton,Prime Job Seekers,Full-time,provided,provided,"[2, 2, 4]",,provided,provided,6 days ago,243.0
Senior Data Scientist,Virta Health,Tracy,Lively Vacancies,Full-time,Not mentioned,Not mentioned,"[7, 5]","164,996–213,090 a year",provided,provided,1 day ago,244.0
Data Scientist 2,Intuit,Mountain View,LinkedIn,Full-time,Not mentioned,Not mentioned,"[1, 1]",,Not mentioned,provided,11 days ago,245.0
"Data Scientist, Global Monetization Strategy & Analytics",TikTok,San Jose,LinkedIn,Full-time and Part-time,provided,provided,"[2, 5]",176K–395K a year,provided,provided,20 days ago,246.0
"(USA) Staff, Data Scientist",Walmart,Palo Alto,ZipRecruiter,Full-time,provided,provided,"[3, 1, 3, 5]",143K–286K a year,provided,provided,5 days ago,247.0
Senior Data Scientist,Virta Health,Martinez,Lively Vacancies,Full-time,Not mentioned,Not mentioned,"[7, 5]","164,996–213,090 a year",provided,provided,1 day ago,248.0
"Data Scientist, Signal Processing and Machine Learning",Verily,San Bruno,LinkedIn,Full-time,provided,Not mentioned,[3],"['$119000', '$169000']",provided,provided,15 days ago,249.0
Data Scientist,Natera,San Carlos,LinkedIn,Full-time and Part-time,provided,provided,[2],,provided,provided,8 days ago,250.0
"SENIOR, DATA SCIENTIST - MACHINE LEARNING ENGINEER",Walmart,San Leandro,Prime Job Seekers,Full-time,provided,provided,"[3, 1, 3, 5]","['$117000.00', '$234000.00']",provided,provided,6 days ago,251.0
Senior AI Data Scientist,Electronic Arts (EA),Redwood City,LinkedIn,Contractor,provided,provided,0,,provided,provided,8 days ago,252.0
Junior Data Scientist/Analyst (Remote),SynergisticIT,San Jose,LinkedIn,Full-time and Part-time,Not mentioned,Not mentioned,0,['$100'],provided,provided,1 month ago,253.0
"SENIOR, DATA SCIENTIST, MACHINE LEARNING PLATFORM",Walmart,San Jose,Prime Job Seekers,Contractor,provided,provided,"[3, 1, 3, 5]",,provided,provided,6 days ago,254.0
Data Scientist (Software Developer III),Russell Tobin,Cupertino,LinkedIn,Full-time and Part-time,provided,provided,[5],"['$80', '$85']",provided,provided,15 hours ago,255.0
"(USA) Staff, Data Scientist",Walmart,Milpitas,ZipRecruiter,Full-time,provided,provided,"[2, 4, 2, 6]",143K–286K a year,provided,provided,8 days ago,256.0
"Senior Data Scientist, Biological Discovery",Calico Life Sciences,South San Francisco,LinkedIn,Full-time,Not mentioned,Not mentioned,0,"['$164000', '$172000']",provided,provided,16 days ago,257.0
Data Scientist,NR Consulting LLC,Elk Grove,ZipRecruiter,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,provided,1 month ago,258.0
"Data Scientist, Cloud Planning and Profitability",Google,Sunnyvale,LinkedIn,Full-time and Part-time,provided,Not mentioned,"[5, 3, 5]","['$150000', '$223000']",provided,provided,14 hours ago,259.0
"SENIOR, DATA SCIENTIST - DATA VENTURES",Walmart,Danville,Prime Job Seekers,Full-time,provided,provided,"[3, 1, 3, 5]",,provided,provided,6 days ago,260.0
Data Scientist IV,Crystal Equation Corporation,Menlo Park,LinkedIn,Full-time and Part-time,provided,provided,"[5, 8]","['$84', '$89']",provided,provided,1 month ago,261.0
"SENIOR, DATA SCIENTIST - MACHINE LEARNING ENGINEER",Walmart,San Carlos,Prime Job Seekers,Full-time,provided,provided,"[3, 1, 3, 5]","['$117000.00', '$234000.00']",provided,provided,6 days ago,262.0
"Sr Data Scientist, Product Analytics - USDS",TikTok,Mountain View,LinkedIn,Full-time,provided,provided,[5],"176,355–329,333 a year",provided,provided,10 days ago,263.0
Senior Data Scientist,Virta Health,Fairfield,Lively Vacancies,Full-time and Part-time,Not mentioned,Not mentioned,"[7, 5]","164,996–213,090 a year",provided,provided,1 day ago,264.0
"(USA) Senior, Data Scientist",Walmart,Cupertino,ZipRecruiter,Full-time,provided,provided,"[3, 1, 3, 5]",117K–234K a year,provided,provided,12 days ago,265.0
PhD Supply Chain Data Scientist - Remote | New College Grad,Get It Recruit - Transportation,Anywhere • via LinkedIn,LinkedIn,Full-time,Not mentioned,Not mentioned,0,,provided,provided,4 days ago,266.0
"Sr Data Scientist, ProServe GenAI - Open Reqs",Amazon Web Services (AWS),Santa Clara,LinkedIn,Full-time and Part-time,provided,Not mentioned,"[8, 4, 5]","['$143300', '$247600']",provided,provided,8 days ago,267.0
"SENIOR, DATA SCIENTIST - DATA VENTURES",Walmart,Lafayette,Prime Job Seekers,Full-time,provided,provided,"[3, 1, 3, 5]",,provided,provided,6 days ago,268.0
Senior Data Scientist,Virta Health,Ripon,Lively Vacancies,Contractor,Not mentioned,Not mentioned,"[7, 5]","164,996–213,090 a year",provided,provided,1 day ago,269.0
Data Science Specialist,eJAmerica,Mountain View,LinkedIn,Full-time,Not mentioned,Not mentioned,"[5, 2]",55–65 an hour,Not mentioned,provided,17 days ago,270.0
Data Science Lead - TikTok Ads- San Jose,TikTok,San Jose,LinkedIn,Full-time and Part-time,provided,provided,[5],153K–296K a year,provided,provided,9 days ago,271.0
"Staff, Data Scientist - Data Ventures",Walmart,San Mateo,ZipRecruiter,Full-time,provided,provided,"[4, 2, 6]",110K–286K a year,provided,provided,3 days ago,272.0
Senior Data Scientist,Virta Health,Petaluma,Lively Vacancies,Full-time,Not mentioned,Not mentioned,"[7, 5]","164,996–213,090 a year",provided,provided,1 day ago,273.0
Data Scientist,"Vianai Systems, Inc.",Palo Alto,LinkedIn,Full-time,Not mentioned,Not mentioned,"[3, 5]",,provided,Not mentioned,1 month ago,274.0
Principal Data Scientist - Marketplace,Uber,San Francisco,LinkedIn,Full-time and Part-time,provided,provided,[10],,provided,provided,11 days ago,275.0
"SENIOR, DATA SCIENTIST | PERSONALIZATION",Walmart,San Carlos,Prime Job Seekers,Full-time,provided,provided,"[3, 1, 3, 5]","['$117000.00', '$234000.00']",provided,provided,6 days ago,276.0
Senior Data Scientist,Virta Health,Salinas,Lively Vacancies,Full-time,Not mentioned,Not mentioned,"[7, 5]","164,996–213,090 a year",provided,provided,1 day ago,277.0
Senior Data Scientist for analytics programs,InterSources Inc,San Jose,LinkedIn,Full-time and Part-time,Not mentioned,Not mentioned,0,,provided,provided,1 month ago,278.0
